,State,Transaction_Year,Quaters,District,RegisteredUsers
4418,himachal-pradesh,2020,1,Sirmaur,27182
4419,himachal-pradesh,2020,1,Solan,20947
4420,himachal-pradesh,2020,1,Kullu,19230
4421,himachal-pradesh,2020,1,Shimla,17895
4422,himachal-pradesh,2020,1,Mandi,15177
4423,himachal-pradesh,2020,1,Kangra,14023
4424,himachal-pradesh,2020,1,Una,13586
4425,himachal-pradesh,2020,1,Chamba,13081
4426,himachal-pradesh,2020,2,solan,243732
4427,himachal-pradesh,2020,2,kangra,235773
4428,himachal-pradesh,2020,2,shimla,156539
4429,himachal-pradesh,2020,2,mandi,142668
4430,himachal-pradesh,2020,2,sirmaur,88117
4431,himachal-pradesh,2020,2,hamirpur,84216
4432,himachal-pradesh,2020,2,kullu,82616
4433,himachal-pradesh,2020,2,una,78363
4434,himachal-pradesh,2020,2,bilaspur,61050
4435,himachal-pradesh,2020,2,chamba,58362
4436,himachal-pradesh,2020,2,Solan,93348
4437,himachal-pradesh,2020,2,Solan,48771
4438,himachal-pradesh,2020,2,Sirmaur,30216
4439,himachal-pradesh,2020,2,Solan,22621
4440,himachal-pradesh,2020,2,Kullu,20572
4441,himachal-pradesh,2020,2,Shimla,19328
4442,himachal-pradesh,2020,2,Mandi,16849
4443,himachal-pradesh,2020,2,Kangra,15644
4444,himachal-pradesh,2020,2,Una,15168
4445,himachal-pradesh,2020,2,Chamba,14833
4446,himachal-pradesh,2022,3,solan,457393
4447,himachal-pradesh,2022,3,kangra,449619
4448,himachal-pradesh,2022,3,shimla,296508
4449,himachal-pradesh,2022,3,mandi,273475
4450,himachal-pradesh,2022,3,sirmaur,171743
4451,himachal-pradesh,2022,3,hamirpur,160759
4452,himachal-pradesh,2022,3,kullu,156387
4453,himachal-pradesh,2022,3,una,148148
4454,himachal-pradesh,2022,3,bilaspur,115654
4455,himachal-pradesh,2022,3,chamba,114576
4456,himachal-pradesh,2022,3,Solan,175904
4457,himachal-pradesh,2022,3,Solan,92820
4458,himachal-pradesh,2022,3,Sirmaur,56931
4459,himachal-pradesh,2022,3,Solan,40204
4460,himachal-pradesh,2022,3,Kullu,37302
4461,himachal-pradesh,2022,3,Shimla,34261
4462,himachal-pradesh,2022,3,Mandi,30499
4463,himachal-pradesh,2022,3,Kangra,28749
4464,himachal-pradesh,2022,3,Chamba,28132
4465,himachal-pradesh,2022,3,Una,27631
4466,himachal-pradesh,2022,4,solan,479537
4467,himachal-pradesh,2022,4,kangra,468410
4468,himachal-pradesh,2022,4,shimla,308448
4469,himachal-pradesh,2022,4,mandi,284425
4470,himachal-pradesh,2022,4,sirmaur,179223
4471,himachal-pradesh,2022,4,hamirpur,167686
4472,himachal-pradesh,2022,4,kullu,162922
4473,himachal-pradesh,2022,4,una,154314
4474,himachal-pradesh,2022,4,bilaspur,120345
4475,himachal-pradesh,2022,4,chamba,118985
4476,himachal-pradesh,2022,4,Solan,185427
4477,himachal-pradesh,2022,4,Solan,97287
4478,himachal-pradesh,2022,4,Sirmaur,59665
4479,himachal-pradesh,2022,4,Solan,42153
4480,himachal-pradesh,2022,4,Kullu,38954
4481,himachal-pradesh,2022,4,Shimla,35912
4482,himachal-pradesh,2022,4,Mandi,31959
4483,himachal-pradesh,2022,4,Kangra,30045
4484,himachal-pradesh,2022,4,Chamba,29369
4485,himachal-pradesh,2022,4,Una,28849
4486,himachal-pradesh,2022,1,solan,410487
4487,himachal-pradesh,2022,1,kangra,405048
4488,himachal-pradesh,2022,1,shimla,267642
4489,himachal-pradesh,2022,1,mandi,246307
4490,himachal-pradesh,2022,1,sirmaur,154267
4491,himachal-pradesh,2022,1,hamirpur,144434
4492,himachal-pradesh,2022,1,kullu,141024
4493,himachal-pradesh,2022,1,una,133249
4494,himachal-pradesh,2022,1,bilaspur,104121
4495,himachal-pradesh,2022,1,chamba,103270
4496,himachal-pradesh,2022,1,Solan,157444
4497,himachal-pradesh,2022,1,Solan,83008
4498,himachal-pradesh,2022,1,Sirmaur,51122
4499,himachal-pradesh,2022,1,Solan,36295
4500,himachal-pradesh,2022,1,Kullu,33781
4501,himachal-pradesh,2022,1,Shimla,31090
4502,himachal-pradesh,2022,1,Mandi,27584
4503,himachal-pradesh,2022,1,Kangra,25946
4504,himachal-pradesh,2022,1,Chamba,25418
4505,himachal-pradesh,2022,1,Una,24940
4506,himachal-pradesh,2022,2,solan,433753
4507,himachal-pradesh,2022,2,kangra,427676
4508,himachal-pradesh,2022,2,shimla,282560
4509,himachal-pradesh,2022,2,mandi,260233
4510,himachal-pradesh,2022,2,sirmaur,163150
4511,himachal-pradesh,2022,2,hamirpur,152759
4512,himachal-pradesh,2022,2,kullu,148844
4513,himachal-pradesh,2022,2,una,140791
4514,himachal-pradesh,2022,2,bilaspur,110019
4515,himachal-pradesh,2022,2,chamba,109087
4516,himachal-pradesh,2022,2,Solan,166449
4517,himachal-pradesh,2022,2,Solan,87920
4518,himachal-pradesh,2022,2,Sirmaur,54009
4519,himachal-pradesh,2022,2,Solan,38203
4520,himachal-pradesh,2022,2,Kullu,35511
4521,himachal-pradesh,2022,2,Shimla,32684
4522,himachal-pradesh,2022,2,Mandi,29069
4523,himachal-pradesh,2022,2,Kangra,27332
4524,himachal-pradesh,2022,2,Chamba,26787
4525,himachal-pradesh,2022,2,Una,26283
4526,himachal-pradesh,2019,3,solan,178922
4527,himachal-pradesh,2019,3,kangra,160161
4528,himachal-pradesh,2019,3,shimla,110575
4529,himachal-pradesh,2019,3,mandi,98589
4530,himachal-pradesh,2019,3,sirmaur,62048
4531,himachal-pradesh,2019,3,kullu,59192
4532,himachal-pradesh,2019,3,hamirpur,58950
4533,himachal-pradesh,2019,3,una,54164
4534,himachal-pradesh,2019,3,bilaspur,43115
4535,himachal-pradesh,2019,3,chamba,37974
4536,himachal-pradesh,2019,3,Solan,70222
4537,himachal-pradesh,2019,3,Solan,35428
4538,himachal-pradesh,2019,3,Sirmaur,22094
4539,himachal-pradesh,2019,3,Solan,17220
4540,himachal-pradesh,2019,3,Kullu,15731
4541,himachal-pradesh,2019,3,Shimla,14882
4542,himachal-pradesh,2019,3,Mandi,12394
4543,himachal-pradesh,2019,3,Kangra,11173
4544,himachal-pradesh,2019,3,Una,10978
4545,himachal-pradesh,2019,3,Shimla,10399
4546,himachal-pradesh,2019,4,solan,198962
4547,himachal-pradesh,2019,4,kangra,181133
4548,himachal-pradesh,2019,4,shimla,124960
4549,himachal-pradesh,2019,4,mandi,111017
4550,himachal-pradesh,2019,4,sirmaur,69583
4551,himachal-pradesh,2019,4,kullu,66640
4552,himachal-pradesh,2019,4,hamirpur,66179
4553,himachal-pradesh,2019,4,una,61055
4554,himachal-pradesh,2019,4,bilaspur,48453
4555,himachal-pradesh,2019,4,chamba,43715
4556,himachal-pradesh,2019,4,Solan,77412
4557,himachal-pradesh,2019,4,Solan,39379
4558,himachal-pradesh,2019,4,Sirmaur,24538
4559,himachal-pradesh,2019,4,Solan,19051
4560,himachal-pradesh,2019,4,Kullu,17472
4561,himachal-pradesh,2019,4,Shimla,16323
4562,himachal-pradesh,2019,4,Mandi,13750
4563,himachal-pradesh,2019,4,Kangra,12379
4564,himachal-pradesh,2019,4,Una,12230
4565,himachal-pradesh,2019,4,Kangra,11618
4566,himachal-pradesh,2019,1,solan,139300
4567,himachal-pradesh,2019,1,kangra,115120
4568,himachal-pradesh,2019,1,shimla,80651
4569,himachal-pradesh,2019,1,mandi,72963
4570,himachal-pradesh,2019,1,sirmaur,47638
4571,himachal-pradesh,2019,1,hamirpur,44206
4572,himachal-pradesh,2019,1,kullu,43436
4573,himachal-pradesh,2019,1,una,40315
4574,himachal-pradesh,2019,1,bilaspur,32537
4575,himachal-pradesh,2019,1,chamba,27481
4576,himachal-pradesh,2019,1,Solan,56637
4577,himachal-pradesh,2019,1,Solan,28081
4578,himachal-pradesh,2019,1,Sirmaur,17415
4579,himachal-pradesh,2019,1,Solan,12770
4580,himachal-pradesh,2019,1,Kullu,11959
4581,himachal-pradesh,2019,1,Shimla,11430
4582,himachal-pradesh,2019,1,Mandi,9174
4583,himachal-pradesh,2019,1,Una,8340
4584,himachal-pradesh,2019,1,Kangra,8058
4585,himachal-pradesh,2019,1,Sirmaur,7691
4586,himachal-pradesh,2019,2,solan,159989
4587,himachal-pradesh,2019,2,kangra,139517
4588,himachal-pradesh,2019,2,shimla,96928
4589,himachal-pradesh,2019,2,mandi,86701
4590,himachal-pradesh,2019,2,sirmaur,55409
4591,himachal-pradesh,2019,2,kullu,51977
4592,himachal-pradesh,2019,2,hamirpur,51669
4593,himachal-pradesh,2019,2,una,47644
4594,himachal-pradesh,2019,2,bilaspur,38131
4595,himachal-pradesh,2019,2,chamba,33377
4596,himachal-pradesh,2019,2,Solan,63870
4597,himachal-pradesh,2019,2,Solan,31906
4598,himachal-pradesh,2019,2,Sirmaur,19851
4599,himachal-pradesh,2019,2,Solan,15049
4600,himachal-pradesh,2019,2,Kullu,14034
4601,himachal-pradesh,2019,2,Shimla,13320
4602,himachal-pradesh,2019,2,Mandi,10832
4603,himachal-pradesh,2019,2,Kangra,9780
4604,himachal-pradesh,2019,2,Una,9747
4605,himachal-pradesh,2019,2,Kangra,9130
4606,himachal-pradesh,2018,3,solan,88724
4607,himachal-pradesh,2018,3,kangra,71494
4608,himachal-pradesh,2018,3,shimla,49820
4609,himachal-pradesh,2018,3,mandi,45876
4610,himachal-pradesh,2018,3,sirmaur,28959
4611,himachal-pradesh,2018,3,hamirpur,27915
4612,himachal-pradesh,2018,3,kullu,26840
4613,himachal-pradesh,2018,3,una,24952
4614,himachal-pradesh,2018,3,bilaspur,21030
4615,himachal-pradesh,2018,3,chamba,16157
4616,himachal-pradesh,2018,3,Solan,37149
4617,himachal-pradesh,2018,3,Solan,17987
4618,himachal-pradesh,2018,3,Sirmaur,11142
4619,himachal-pradesh,2018,3,Solan,7941
4620,himachal-pradesh,2018,3,Kullu,7758
4621,himachal-pradesh,2018,3,Shimla,7505
4622,himachal-pradesh,2018,3,Mandi,6192
4623,himachal-pradesh,2018,3,Una,5563
4624,himachal-pradesh,2018,3,Kangra,5268
4625,himachal-pradesh,2018,3,Kangra,5008
4626,himachal-pradesh,2018,4,solan,113278
4627,himachal-pradesh,2018,4,kangra,92887
4628,himachal-pradesh,2018,4,shimla,64640
4629,himachal-pradesh,2018,4,mandi,58526
4630,himachal-pradesh,2018,4,sirmaur,38194
4631,himachal-pradesh,2018,4,hamirpur,35979
4632,himachal-pradesh,2018,4,kullu,34719
4633,himachal-pradesh,2018,4,una,32451
4634,himachal-pradesh,2018,4,bilaspur,26517
4635,himachal-pradesh,2018,4,chamba,21538
4636,himachal-pradesh,2018,4,Solan,46448
4637,himachal-pradesh,2018,4,Solan,22954
4638,himachal-pradesh,2018,4,Sirmaur,14237
4639,himachal-pradesh,2018,4,Solan,10405
4640,himachal-pradesh,2018,4,Kullu,9879
4641,himachal-pradesh,2018,4,Shimla,9492
4642,himachal-pradesh,2018,4,Mandi,7597
4643,himachal-pradesh,2018,4,Una,6982
4644,himachal-pradesh,2018,4,Kangra,6667
4645,himachal-pradesh,2018,4,Sirmaur,6284
4646,himachal-pradesh,2018,1,solan,50035
4647,himachal-pradesh,2018,1,kangra,39016
4648,himachal-pradesh,2018,1,shimla,28214
4649,himachal-pradesh,2018,1,mandi,26238
4650,himachal-pradesh,2018,1,sirmaur,15880
4651,himachal-pradesh,2018,1,hamirpur,15614
4652,himachal-pradesh,2018,1,kullu,15318
4653,himachal-pradesh,2018,1,una,13234
4654,himachal-pradesh,2018,1,bilaspur,11975
4655,himachal-pradesh,2018,1,chamba,8678
4656,himachal-pradesh,2018,1,Solan,21409
4657,himachal-pradesh,2018,1,Solan,10157
4658,himachal-pradesh,2018,1,Sirmaur,6327
4659,himachal-pradesh,2018,1,Kullu,4677
4660,himachal-pradesh,2018,1,Shimla,4527
4661,himachal-pradesh,2018,1,Solan,4335
4662,himachal-pradesh,2018,1,Mandi,3744
4663,himachal-pradesh,2018,1,Kangra,2951
4664,himachal-pradesh,2018,1,Kangra,2940
4665,himachal-pradesh,2018,1,Una,2912
4666,himachal-pradesh,2018,2,solan,68950
4667,himachal-pradesh,2018,2,kangra,54828
4668,himachal-pradesh,2018,2,shimla,38590
4669,himachal-pradesh,2018,2,mandi,36126
4670,himachal-pradesh,2018,2,sirmaur,22379
4671,himachal-pradesh,2018,2,hamirpur,21374
4672,himachal-pradesh,2018,2,kullu,21077
4673,himachal-pradesh,2018,2,una,18691
4674,himachal-pradesh,2018,2,bilaspur,16531
4675,himachal-pradesh,2018,2,chamba,12259
4676,himachal-pradesh,2018,2,Solan,29254
4677,himachal-pradesh,2018,2,Solan,13908
4678,himachal-pradesh,2018,2,Sirmaur,8719
4679,himachal-pradesh,2018,2,Kullu,6220
4680,himachal-pradesh,2018,2,Solan,5964
4681,himachal-pradesh,2018,2,Shimla,5918
4682,himachal-pradesh,2018,2,Mandi,4890
4683,himachal-pradesh,2018,2,Una,4234
4684,himachal-pradesh,2018,2,Kangra,4023
4685,himachal-pradesh,2018,2,Kangra,4020
4686,goa,2021,3,north goa,403952
4687,goa,2021,3,south goa,249506
4688,goa,2021,3,South Goa,37507
4689,goa,2021,3,North Goa,36113
4690,goa,2021,3,North Goa,35395
4691,goa,2021,3,South Goa,34083
4692,goa,2021,3,North Goa,28444
4693,goa,2021,3,South Goa,26955
4694,goa,2021,3,South Goa,26342
4695,goa,2021,3,North Goa,19690
4696,goa,2021,3,North Goa,17249
4697,goa,2021,3,North Goa,14917
4698,goa,2021,4,north goa,430814
4699,goa,2021,4,south goa,266364
4700,goa,2021,4,South Goa,39985
4701,goa,2021,4,North Goa,38489
4702,goa,2021,4,North Goa,37615
4703,goa,2021,4,South Goa,36388
4704,goa,2021,4,North Goa,30339
4705,goa,2021,4,South Goa,28748
4706,goa,2021,4,South Goa,28215
4707,goa,2021,4,North Goa,20963
4708,goa,2021,4,North Goa,18476
4709,goa,2021,4,North Goa,15851
4710,goa,2021,1,north goa,352593
4711,goa,2021,1,south goa,217442
4712,goa,2021,1,South Goa,32812
4713,goa,2021,1,North Goa,31639
4714,goa,2021,1,North Goa,31109
4715,goa,2021,1,South Goa,29759
4716,goa,2021,1,North Goa,24789
4717,goa,2021,1,South Goa,23590
4718,goa,2021,1,South Goa,23019
4719,goa,2021,1,North Goa,17278
4720,goa,2021,1,North Goa,15009
4721,goa,2021,1,North Goa,13117
4722,goa,2021,2,north goa,376703
4723,goa,2021,2,south goa,232403
4724,goa,2021,2,South Goa,35016
4725,goa,2021,2,North Goa,33753
4726,goa,2021,2,North Goa,33166
4727,goa,2021,2,South Goa,31770
4728,goa,2021,2,North Goa,26546
4729,goa,2021,2,South Goa,25160
4730,goa,2021,2,South Goa,24578
4731,goa,2021,2,North Goa,18403
4732,goa,2021,2,North Goa,16035
4733,goa,2021,2,North Goa,13992
4734,goa,2023,1,north goa,550554
4735,goa,2023,1,south goa,341631
4736,goa,2023,1,South Goa,51090
4737,goa,2023,1,North Goa,49009
4738,goa,2023,1,North Goa,47604
4739,goa,2023,1,South Goa,46716
4740,goa,2023,1,North Goa,38878
4741,goa,2023,1,South Goa,36991
4742,goa,2023,1,South Goa,36725
4743,goa,2023,1,North Goa,26694
4744,goa,2023,1,North Goa,23734
4745,goa,2023,1,North Goa,20070
4746,goa,2023,2,north goa,571111
4747,goa,2023,2,south goa,354909
4748,goa,2023,2,South Goa,52926
4749,goa,2023,2,North Goa,50691
4750,goa,2023,2,North Goa,49202
4751,goa,2023,2,South Goa,48492
4752,goa,2023,2,North Goa,40331
4753,goa,2023,2,South Goa,38360
4754,goa,2023,2,South Goa,38166
4755,goa,2023,2,North Goa,27648
4756,goa,2023,2,North Goa,24698
4757,goa,2023,2,North Goa,20746
4758,goa,2020,3,north goa,294195
4759,goa,2020,3,south goa,180767
4760,goa,2020,3,South Goa,27208
4761,goa,2020,3,North Goa,26737
4762,goa,2020,3,North Goa,26198
4763,goa,2020,3,South Goa,24797
4764,goa,2020,3,North Goa,20441
4765,goa,2020,3,South Goa,19674
4766,goa,2020,3,South Goa,19552
4767,goa,2020,3,North Goa,14524
4768,goa,2020,3,North Goa,12307
4769,goa,2020,3,North Goa,11111
4770,goa,2020,4,north goa,326479
4771,goa,2020,4,south goa,201105
4772,goa,2020,4,South Goa,30363
4773,goa,2020,4,North Goa,29484
4774,goa,2020,4,North Goa,28745
4775,goa,2020,4,South Goa,27577
4776,goa,2020,4,North Goa,22919
4777,goa,2020,4,South Goa,21866
4778,goa,2020,4,South Goa,21365
4779,goa,2020,4,North Goa,16004
4780,goa,2020,4,North Goa,13802
4781,goa,2020,4,North Goa,12169
4782,goa,2020,1,north goa,244309
4783,goa,2020,1,south goa,147591
4784,goa,2020,1,North Goa,23160
4785,goa,2020,1,North Goa,22905
4786,goa,2020,1,South Goa,22252
4787,goa,2020,1,South Goa,20276
4788,goa,2020,1,South Goa,16611
4789,goa,2020,1,North Goa,16487
4790,goa,2020,1,South Goa,16084
4791,goa,2020,1,North Goa,12266
4792,goa,2020,1,North Goa,9989
4793,goa,2020,1,North Goa,9727
4794,goa,2020,2,north goa,267533
4795,goa,2020,2,south goa,163106
4796,goa,2020,2,North Goa,24693
4797,goa,2020,2,South Goa,24596
4798,goa,2020,2,North Goa,24526
4799,goa,2020,2,South Goa,22379
4800,goa,2020,2,North Goa,18333
4801,goa,2020,2,South Goa,17947
4802,goa,2020,2,South Goa,17824
4803,goa,2020,2,North Goa,13409
4804,goa,2020,2,North Goa,11037
4805,goa,2020,2,North Goa,10353
4806,goa,2022,3,north goa,504946
4807,goa,2022,3,south goa,312884
4808,goa,2022,3,South Goa,46781
4809,goa,2022,3,North Goa,44871
4810,goa,2022,3,North Goa,43715
4811,goa,2022,3,South Goa,42722
4812,goa,2022,3,North Goa,35584
4813,goa,2022,3,South Goa,33724
4814,goa,2022,3,South Goa,33341
4815,goa,2022,3,North Goa,24473
4816,goa,2022,3,North Goa,21788
4817,goa,2022,3,North Goa,18401
4818,goa,2022,4,north goa,527826
4819,goa,2022,4,south goa,327376
4820,goa,2022,4,South Goa,49007
4821,goa,2022,4,North Goa,46997
4822,goa,2022,4,North Goa,45745
4823,goa,2022,4,South Goa,44729
4824,goa,2022,4,North Goa,37261
4825,goa,2022,4,South Goa,35405
4826,goa,2022,4,South Goa,35057
4827,goa,2022,4,North Goa,25628
4828,goa,2022,4,North Goa,22733
4829,goa,2022,4,North Goa,19246
4830,goa,2022,1,north goa,456250
4831,goa,2022,1,south goa,282378
4832,goa,2022,1,South Goa,42284
4833,goa,2022,1,North Goa,40658
4834,goa,2022,1,North Goa,39737
4835,goa,2022,1,South Goa,38530
4836,goa,2022,1,North Goa,32152
4837,goa,2022,1,South Goa,30460
4838,goa,2022,1,South Goa,29946
4839,goa,2022,1,North Goa,22153
4840,goa,2022,1,North Goa,19621
4841,goa,2022,1,North Goa,16746
4842,goa,2022,2,north goa,480353
4843,goa,2022,2,south goa,297426
4844,goa,2022,2,South Goa,44524
4845,goa,2022,2,North Goa,42745
4846,goa,2022,2,North Goa,41711
4847,goa,2022,2,South Goa,40592
4848,goa,2022,2,North Goa,33849
4849,goa,2022,2,South Goa,32057
4850,goa,2022,2,South Goa,31588
4851,goa,2022,2,North Goa,23291
4852,goa,2022,2,North Goa,20688
4853,goa,2022,2,North Goa,17575
4854,goa,2019,3,north goa,197361
4855,goa,2019,3,south goa,119833
4856,goa,2019,3,North Goa,19191
4857,goa,2019,3,North Goa,18952
4858,goa,2019,3,South Goa,18205
4859,goa,2019,3,South Goa,16425
4860,goa,2019,3,South Goa,13795
4861,goa,2019,3,North Goa,13252
4862,goa,2019,3,South Goa,13185
4863,goa,2019,3,North Goa,10022
4864,goa,2019,3,North Goa,8059
4865,goa,2019,3,North Goa,7853
4866,goa,2019,4,north goa,220385
4867,goa,2019,4,south goa,133161
4868,goa,2019,4,North Goa,21230
4869,goa,2019,4,North Goa,20952
4870,goa,2019,4,South Goa,20128
4871,goa,2019,4,South Goa,18284
4872,goa,2019,4,South Goa,15231
4873,goa,2019,4,North Goa,14800
4874,goa,2019,4,South Goa,14490
4875,goa,2019,4,North Goa,11139
4876,goa,2019,4,North Goa,8917
4877,goa,2019,4,North Goa,8854
4878,goa,2019,1,north goa,147802
4879,goa,2019,1,south goa,90350
4880,goa,2019,1,North Goa,15021
4881,goa,2019,1,North Goa,14063
4882,goa,2019,1,South Goa,13406
4883,goa,2019,1,South Goa,12431
4884,goa,2019,1,South Goa,11012
4885,goa,2019,1,South Goa,9859
4886,goa,2019,1,North Goa,9777
4887,goa,2019,1,North Goa,7471
4888,goa,2019,1,North Goa,6247
4889,goa,2019,1,North Goa,5763
4890,goa,2019,2,north goa,173002
4891,goa,2019,2,south goa,105938
4892,goa,2019,2,North Goa,17020
4893,goa,2019,2,North Goa,16546
4894,goa,2019,2,South Goa,15906
4895,goa,2019,2,South Goa,14462
4896,goa,2019,2,South Goa,12443
4897,goa,2019,2,South Goa,11642
4898,goa,2019,2,North Goa,11602
4899,goa,2019,2,North Goa,8708
4900,goa,2019,2,North Goa,7164
4901,goa,2019,2,North Goa,6805
4902,goa,2018,3,north goa,95307
4903,goa,2018,3,south goa,58495
4904,goa,2018,3,North Goa,9997
4905,goa,2018,3,North Goa,8932
4906,goa,2018,3,South Goa,8721
4907,goa,2018,3,South Goa,8256
4908,goa,2018,3,South Goa,7084
4909,goa,2018,3,South Goa,6453
4910,goa,2018,3,North Goa,6272
4911,goa,2018,3,North Goa,4797
4912,goa,2018,3,North Goa,4153
4913,goa,2018,3,South Goa,3775
4914,goa,2018,4,north goa,121001
4915,goa,2018,4,south goa,74349
4916,goa,2018,4,North Goa,12486
4917,goa,2018,4,North Goa,11471
4918,goa,2018,4,South Goa,10977
4919,goa,2018,4,South Goa,10356
4920,goa,2018,4,South Goa,9148
4921,goa,2018,4,South Goa,8151
4922,goa,2018,4,North Goa,7980
4923,goa,2018,4,North Goa,6106
4924,goa,2018,4,North Goa,5194
4925,goa,2018,4,North Goa,4753
4926,goa,2018,1,north goa,57769
4927,goa,2018,1,south goa,34167
4928,goa,2018,1,North Goa,6466
4929,goa,2018,1,South Goa,5251
4930,goa,2018,1,North Goa,5240
4931,goa,2018,1,South Goa,5138
4932,goa,2018,1,South Goa,3850
4933,goa,2018,1,South Goa,3844
4934,goa,2018,1,North Goa,3831
4935,goa,2018,1,North Goa,2841
4936,goa,2018,1,North Goa,2443
4937,goa,2018,1,North Goa,2386
4938,goa,2018,2,north goa,76192
4939,goa,2018,2,south goa,45982
4940,goa,2018,2,North Goa,8301
4941,goa,2018,2,North Goa,7089
4942,goa,2018,2,South Goa,6974
4943,goa,2018,2,South Goa,6685
4944,goa,2018,2,South Goa,5343
4945,goa,2018,2,South Goa,5119
4946,goa,2018,2,North Goa,4991
4947,goa,2018,2,North Goa,3804
4948,goa,2018,2,North Goa,3277
4949,goa,2018,2,North Goa,3077
4950,odisha,2021,3,khordha,1618171
4951,odisha,2021,3,cuttack,900706
4952,odisha,2021,3,ganjam,831869
4953,odisha,2021,3,baleshwar,641826
4954,odisha,2021,3,jajapur,558822
4955,odisha,2021,3,sundargarh,520155
4956,odisha,2021,3,puri,497069
4957,odisha,2021,3,bhadrak,423068
4958,odisha,2021,3,kendujhar,410049
4959,odisha,2021,3,mayurbhanj,371425
4960,odisha,2021,3,Khorda,106076
4961,odisha,2021,3,Khorda,99369
4962,odisha,2021,3,Khorda,93529
4963,odisha,2021,3,Cuttack,88199
4964,odisha,2021,3,Ganjam,86980
4965,odisha,2021,3,Khorda,80366
4966,odisha,2021,3,Baleswar,80060
4967,odisha,2021,3,Khorda,76274
4968,odisha,2021,3,Puri,75916
4969,odisha,2021,3,Khorda,74760
4970,odisha,2021,4,khordha,1725313
4971,odisha,2021,4,cuttack,962341
4972,odisha,2021,4,ganjam,889686
4973,odisha,2021,4,baleshwar,685881
4974,odisha,2021,4,jajapur,598043
4975,odisha,2021,4,sundargarh,556973
4976,odisha,2021,4,puri,531127
4977,odisha,2021,4,bhadrak,452384
4978,odisha,2021,4,kendujhar,440078
4979,odisha,2021,4,mayurbhanj,399076
4980,odisha,2021,4,Khorda,113032
4981,odisha,2021,4,Khorda,105857
4982,odisha,2021,4,Khorda,99613
4983,odisha,2021,4,Cuttack,94137
4984,odisha,2021,4,Ganjam,92651
4985,odisha,2021,4,Khorda,85593
4986,odisha,2021,4,Baleswar,85311
4987,odisha,2021,4,Khorda,81290
4988,odisha,2021,4,Puri,80864
4989,odisha,2021,4,Khorda,79669
4990,odisha,2021,1,khordha,1415897
4991,odisha,2021,1,cuttack,784846
4992,odisha,2021,1,ganjam,721311
4993,odisha,2021,1,baleshwar,557273
4994,odisha,2021,1,jajapur,484003
4995,odisha,2021,1,sundargarh,450776
4996,odisha,2021,1,puri,431553
4997,odisha,2021,1,bhadrak,366825
4998,odisha,2021,1,kendujhar,352967
4999,odisha,2021,1,mayurbhanj,318465
5000,odisha,2021,1,Khorda,92941
5001,odisha,2021,1,Khorda,87271
5002,odisha,2021,1,Khorda,82195
5003,odisha,2021,1,Cuttack,77095
5004,odisha,2021,1,Ganjam,76245
5005,odisha,2021,1,Khorda,70547
5006,odisha,2021,1,Baleswar,70160
5007,odisha,2021,1,Khorda,66879
5008,odisha,2021,1,Puri,66244
5009,odisha,2021,1,Khorda,65393
5010,odisha,2021,2,khordha,1511068
5011,odisha,2021,2,cuttack,838924
5012,odisha,2021,2,ganjam,772409
5013,odisha,2021,2,baleshwar,596366
5014,odisha,2021,2,jajapur,518570
5015,odisha,2021,2,sundargarh,482937
5016,odisha,2021,2,puri,462146
5017,odisha,2021,2,bhadrak,392928
5018,odisha,2021,2,kendujhar,379263
5019,odisha,2021,2,mayurbhanj,342898
5020,odisha,2021,2,Khorda,99150
5021,odisha,2021,2,Khorda,93000
5022,odisha,2021,2,Khorda,87528
5023,odisha,2021,2,Cuttack,82375
5024,odisha,2021,2,Ganjam,81360
5025,odisha,2021,2,Khorda,75248
5026,odisha,2021,2,Baleswar,74777
5027,odisha,2021,2,Khorda,71314
5028,odisha,2021,2,Puri,70847
5029,odisha,2021,2,Khorda,69825
5030,odisha,2023,1,khordha,2220922
5031,odisha,2023,1,cuttack,1246094
5032,odisha,2023,1,ganjam,1156695
5033,odisha,2023,1,baleshwar,890218
5034,odisha,2023,1,jajapur,779435
5035,odisha,2023,1,sundargarh,721849
5036,odisha,2023,1,puri,687988
5037,odisha,2023,1,bhadrak,587089
5038,odisha,2023,1,kendujhar,573097
5039,odisha,2023,1,mayurbhanj,519691
5040,odisha,2023,1,Khorda,145133
5041,odisha,2023,1,Khorda,135558
5042,odisha,2023,1,Khorda,127849
5043,odisha,2023,1,Cuttack,121625
5044,odisha,2023,1,Ganjam,119421
5045,odisha,2023,1,Baleswar,110390
5046,odisha,2023,1,Khorda,109853
5047,odisha,2023,1,Khorda,104317
5048,odisha,2023,1,Puri,104254
5049,odisha,2023,1,Khorda,102493
5050,odisha,2023,2,khordha,2305026
5051,odisha,2023,2,cuttack,1297120
5052,odisha,2023,2,ganjam,1206180
5053,odisha,2023,2,baleshwar,928537
5054,odisha,2023,2,jajapur,812448
5055,odisha,2023,2,sundargarh,752827
5056,odisha,2023,2,puri,716985
5057,odisha,2023,2,bhadrak,612055
5058,odisha,2023,2,kendujhar,598879
5059,odisha,2023,2,mayurbhanj,544278
5060,odisha,2023,2,Khorda,150534
5061,odisha,2023,2,Khorda,140397
5062,odisha,2023,2,Khorda,132381
5063,odisha,2023,2,Cuttack,126222
5064,odisha,2023,2,Ganjam,123846
5065,odisha,2023,2,Baleswar,114649
5066,odisha,2023,2,Khorda,113854
5067,odisha,2023,2,Puri,108183
5068,odisha,2023,2,Khorda,108112
