,State,Transaction_Year,Quaters,District,RegisteredUsers,appOpens
4961,jharkhand,2022,4,latehar district,106524,7428866
4962,jharkhand,2022,4,west singhbhum district,183896,7511579
4963,jharkhand,2022,4,pakur district,84785,3776642
4964,jharkhand,2022,4,lohardaga district,69683,3276405
4965,jharkhand,2022,4,sahebganj district,139992,6829003
4966,jharkhand,2022,4,giridih district,454873,29229727
4967,jharkhand,2022,4,bokaro district,731714,33185594
4968,jharkhand,2022,3,ramgarh district,318524,10565052
4969,jharkhand,2022,3,ranchi district,1240013,29762965
4970,jharkhand,2022,3,east singhbhum district,808077,19080052
4971,jharkhand,2022,3,jamtara district,144946,6951045
4972,jharkhand,2022,3,dumka district,159000,17861970
4973,jharkhand,2022,3,koderma district,184029,11517574
4974,jharkhand,2022,3,hazaribagh district,542145,39435599
4975,jharkhand,2022,3,simdega district,46267,11005369
4976,jharkhand,2022,3,garhwa district,209835,26599548
4977,jharkhand,2022,3,saraikela kharsawan district,260605,12258879
4978,jharkhand,2022,3,gumla district,88627,15813994
4979,jharkhand,2022,3,chatra district,159669,25643565
4980,jharkhand,2022,3,khunti district,52686,8212761
4981,jharkhand,2022,3,dhanbad district,961257,8905102
4982,jharkhand,2022,3,godda district,175220,9809370
4983,jharkhand,2022,3,deoghar district,420404,10028375
4984,jharkhand,2022,3,palamu district,374369,26034277
4985,jharkhand,2022,3,latehar district,101957,22116894
4986,jharkhand,2022,3,west singhbhum district,176299,24081508
4987,jharkhand,2022,3,pakur district,81030,7662233
4988,jharkhand,2022,3,lohardaga district,66559,6268805
4989,jharkhand,2022,3,sahebganj district,133412,10421449
4990,jharkhand,2022,3,giridih district,434250,36940894
4991,jharkhand,2022,3,bokaro district,697249,17251580
4992,jharkhand,2022,1,ramgarh district,284993,8511310
4993,jharkhand,2022,1,ranchi district,1115386,25543169
4994,jharkhand,2022,1,east singhbhum district,728043,16031807
4995,jharkhand,2022,1,jamtara district,129831,5164704
4996,jharkhand,2022,1,dumka district,142767,13991217
4997,jharkhand,2022,1,koderma district,164357,8819732
4998,jharkhand,2022,1,hazaribagh district,485388,28779029
4999,jharkhand,2022,1,simdega district,41596,9873256
5000,jharkhand,2022,1,garhwa district,186055,21084113
5001,jharkhand,2022,1,saraikela kharsawan district,234284,10335365
5002,jharkhand,2022,1,gumla district,79572,12854186
5003,jharkhand,2022,1,chatra district,142601,20452172
5004,jharkhand,2022,1,khunti district,47381,7503720
5005,jharkhand,2022,1,dhanbad district,862955,8822023
5006,jharkhand,2022,1,godda district,156522,7224128
5007,jharkhand,2022,1,deoghar district,375345,7353380
5008,jharkhand,2022,1,palamu district,333409,22076334
5009,jharkhand,2022,1,latehar district,91046,16239357
5010,jharkhand,2022,1,west singhbhum district,158559,19386712
5011,jharkhand,2022,1,pakur district,72474,5284941
5012,jharkhand,2022,1,lohardaga district,59387,4299614
5013,jharkhand,2022,1,sahebganj district,119193,8177435
5014,jharkhand,2022,1,giridih district,387949,27383023
5015,jharkhand,2022,1,bokaro district,626182,16165254
5016,jharkhand,2022,2,ramgarh district,301481,9587871
5017,jharkhand,2022,2,ranchi district,1176707,28142010
5018,jharkhand,2022,2,east singhbhum district,767451,16263585
5019,jharkhand,2022,2,jamtara district,137308,5659295
5020,jharkhand,2022,2,dumka district,150959,16407466
5021,jharkhand,2022,2,koderma district,174032,10058229
5022,jharkhand,2022,2,hazaribagh district,513316,34129603
5023,jharkhand,2022,2,simdega district,43976,10782824
5024,jharkhand,2022,2,garhwa district,197920,25679048
5025,jharkhand,2022,2,saraikela kharsawan district,247346,11414366
5026,jharkhand,2022,2,gumla district,84189,14156104
5027,jharkhand,2022,2,chatra district,151181,23805097
5028,jharkhand,2022,2,khunti district,50173,8397797
5029,jharkhand,2022,2,dhanbad district,910885,8675771
5030,jharkhand,2022,2,godda district,165751,8095464
5031,jharkhand,2022,2,deoghar district,397542,8732015
5032,jharkhand,2022,2,palamu district,353653,25412593
5033,jharkhand,2022,2,latehar district,96644,18770145
5034,jharkhand,2022,2,west singhbhum district,167576,22468923
5035,jharkhand,2022,2,pakur district,76800,5884669
5036,jharkhand,2022,2,lohardaga district,62940,5252772
5037,jharkhand,2022,2,sahebganj district,126207,8936289
5038,jharkhand,2022,2,giridih district,411014,34460111
5039,jharkhand,2022,2,bokaro district,661123,17881438
5040,jharkhand,2019,4,ramgarh district,134423,2847207
5041,jharkhand,2019,4,ranchi district,548293,11810321
5042,jharkhand,2019,4,east singhbhum district,364379,7080865
5043,jharkhand,2019,4,jamtara district,53422,699449
5044,jharkhand,2019,4,dumka district,62129,1099247
5045,jharkhand,2019,4,koderma district,75718,1615207
5046,jharkhand,2019,4,hazaribagh district,222038,5339953
5047,jharkhand,2019,4,simdega district,15055,239546
5048,jharkhand,2019,4,garhwa district,76320,1731346
5049,jharkhand,2019,4,saraikela kharsawan district,112827,2436243
5050,jharkhand,2019,4,gumla district,30074,442354
5051,jharkhand,2019,4,chatra district,58784,1340259
5052,jharkhand,2019,4,khunti district,18867,313446
5053,jharkhand,2019,4,dhanbad district,436201,10977420
5054,jharkhand,2019,4,godda district,68844,1227420
5055,jharkhand,2019,4,deoghar district,155132,2408742
5056,jharkhand,2019,4,palamu district,141817,2998942
5057,jharkhand,2019,4,latehar district,37036,884862
5058,jharkhand,2019,4,west singhbhum district,68537,1149228
5059,jharkhand,2019,4,pakur district,28972,524670
5060,jharkhand,2019,4,lohardaga district,24330,414639
5061,jharkhand,2019,4,sahebganj district,49836,803765
5062,jharkhand,2019,4,giridih district,175648,3510788
5063,jharkhand,2019,4,bokaro district,322689,8285870
5064,jharkhand,2019,3,ramgarh district,119804,2267440
5065,jharkhand,2019,3,ranchi district,495155,10129751
5066,jharkhand,2019,3,east singhbhum district,329319,6050920
5067,jharkhand,2019,3,jamtara district,44605,468395
5068,jharkhand,2019,3,dumka district,54795,856263
5069,jharkhand,2019,3,koderma district,67920,1212989
5070,jharkhand,2019,3,hazaribagh district,196452,4356338
5071,jharkhand,2019,3,simdega district,12955,159450
5072,jharkhand,2019,3,garhwa district,65981,1257909
5073,jharkhand,2019,3,saraikela kharsawan district,101247,2009557
5074,jharkhand,2019,3,gumla district,26048,311673
5075,jharkhand,2019,3,chatra district,50825,994108
5076,jharkhand,2019,3,khunti district,16486,242909
5077,jharkhand,2019,3,dhanbad district,388528,8240359
5078,jharkhand,2019,3,godda district,60653,905058
5079,jharkhand,2019,3,deoghar district,132603,1871907
5080,jharkhand,2019,3,palamu district,123609,2175855
5081,jharkhand,2019,3,latehar district,32061,717719
5082,jharkhand,2019,3,west singhbhum district,60358,873324
5083,jharkhand,2019,3,pakur district,25013,391373
5084,jharkhand,2019,3,lohardaga district,21242,302878
5085,jharkhand,2019,3,sahebganj district,43911,611414
5086,jharkhand,2019,3,giridih district,155689,2634087
5087,jharkhand,2019,3,bokaro district,290252,6462784
5088,jharkhand,2019,1,ramgarh district,93606,0
5089,jharkhand,2019,1,ranchi district,386608,0
5090,jharkhand,2019,1,east singhbhum district,256344,0
5091,jharkhand,2019,1,jamtara district,31881,0
5092,jharkhand,2019,1,dumka district,43171,0
5093,jharkhand,2019,1,koderma district,54059,0
5094,jharkhand,2019,1,hazaribagh district,151904,0
5095,jharkhand,2019,1,simdega district,9604,0
5096,jharkhand,2019,1,garhwa district,49830,0
5097,jharkhand,2019,1,saraikela kharsawan district,81052,0
5098,jharkhand,2019,1,gumla district,19367,0
5099,jharkhand,2019,1,chatra district,38103,0
5100,jharkhand,2019,1,khunti district,12464,0
5101,jharkhand,2019,1,dhanbad district,313255,0
5102,jharkhand,2019,1,godda district,47481,0
5103,jharkhand,2019,1,deoghar district,97449,0
5104,jharkhand,2019,1,palamu district,94917,0
5105,jharkhand,2019,1,latehar district,23885,0
5106,jharkhand,2019,1,west singhbhum district,45300,0
5107,jharkhand,2019,1,pakur district,19057,0
5108,jharkhand,2019,1,lohardaga district,16058,0
5109,jharkhand,2019,1,sahebganj district,34076,0
5110,jharkhand,2019,1,giridih district,123889,0
5111,jharkhand,2019,1,bokaro district,235969,0
5112,jharkhand,2019,2,ramgarh district,106681,620109
5113,jharkhand,2019,2,ranchi district,441616,2630101
5114,jharkhand,2019,2,east singhbhum district,293761,1617866
5115,jharkhand,2019,2,jamtara district,38190,143343
5116,jharkhand,2019,2,dumka district,49461,238865
5117,jharkhand,2019,2,koderma district,61305,368015
5118,jharkhand,2019,2,hazaribagh district,174278,1185663
5119,jharkhand,2019,2,simdega district,11491,49387
5120,jharkhand,2019,2,garhwa district,58146,384220
5121,jharkhand,2019,2,saraikela kharsawan district,91579,540602
5122,jharkhand,2019,2,gumla district,22928,94141
5123,jharkhand,2019,2,chatra district,44677,282074
5124,jharkhand,2019,2,khunti district,14727,73934
5125,jharkhand,2019,2,dhanbad district,350861,2002322
5126,jharkhand,2019,2,godda district,54586,284339
5127,jharkhand,2019,2,deoghar district,115129,498504
5128,jharkhand,2019,2,palamu district,109508,658714
5129,jharkhand,2019,2,latehar district,28215,201889
5130,jharkhand,2019,2,west singhbhum district,53382,239884
5131,jharkhand,2019,2,pakur district,22184,123261
5132,jharkhand,2019,2,lohardaga district,18787,88845
5133,jharkhand,2019,2,sahebganj district,39201,191204
5134,jharkhand,2019,2,giridih district,140800,794100
5135,jharkhand,2019,2,bokaro district,263361,1617684
5136,jharkhand,2020,4,ramgarh district,199908,6042221
5137,jharkhand,2020,4,ranchi district,791146,19830651
5138,jharkhand,2020,4,east singhbhum district,520692,12669781
5139,jharkhand,2020,4,jamtara district,90255,1051354
5140,jharkhand,2020,4,dumka district,98398,1911871
5141,jharkhand,2020,4,koderma district,113832,3687750
5142,jharkhand,2020,4,hazaribagh district,337622,10727123
5143,jharkhand,2020,4,simdega district,27521,561265
5144,jharkhand,2020,4,garhwa district,125297,4029317
5145,jharkhand,2020,4,saraikela kharsawan district,165120,3960287
5146,jharkhand,2020,4,gumla district,52706,1073895
5147,jharkhand,2020,4,chatra district,96589,2948733
5148,jharkhand,2020,4,khunti district,31920,664446
5149,jharkhand,2020,4,dhanbad district,614521,14915118
5150,jharkhand,2020,4,godda district,108334,2359492
5151,jharkhand,2020,4,deoghar district,261144,4446401
5152,jharkhand,2020,4,palamu district,227735,6932382
5153,jharkhand,2020,4,latehar district,61376,1886815
5154,jharkhand,2020,4,west singhbhum district,109565,2393037
5155,jharkhand,2020,4,pakur district,49145,990748
5156,jharkhand,2020,4,lohardaga district,40149,928898
5157,jharkhand,2020,4,sahebganj district,81607,1854693
5158,jharkhand,2020,4,giridih district,266388,7122309
5159,jharkhand,2020,4,bokaro district,446968,13322248
5160,jharkhand,2020,3,ramgarh district,182149,4719920
5161,jharkhand,2020,3,ranchi district,722352,14371567
5162,jharkhand,2020,3,east singhbhum district,476881,9601377
5163,jharkhand,2020,3,jamtara district,82584,1071457
5164,jharkhand,2020,3,dumka district,88903,1564610
5165,jharkhand,2020,3,koderma district,103523,2918884
5166,jharkhand,2020,3,hazaribagh district,306623,8188515
5167,jharkhand,2020,3,simdega district,24233,453592
5168,jharkhand,2020,3,garhwa district,112486,3145878
5169,jharkhand,2020,3,saraikela kharsawan district,150480,3088081
5170,jharkhand,2020,3,gumla district,46938,854422
5171,jharkhand,2020,3,chatra district,86445,2422661
5172,jharkhand,2020,3,khunti district,28530,538438
5173,jharkhand,2020,3,dhanbad district,564484,11502948
5174,jharkhand,2020,3,godda district,98410,2166338
5175,jharkhand,2020,3,deoghar district,238221,4346879
5176,jharkhand,2020,3,palamu district,204809,5512618
5177,jharkhand,2020,3,latehar district,54768,1507817
5178,jharkhand,2020,3,west singhbhum district,98640,1895347
5179,jharkhand,2020,3,pakur district,44056,835095
5180,jharkhand,2020,3,lohardaga district,36103,759662
5181,jharkhand,2020,3,sahebganj district,73039,1451892
5182,jharkhand,2020,3,giridih district,242810,5878227
5183,jharkhand,2020,3,bokaro district,412560,10522559
5184,jharkhand,2020,1,ramgarh district,149467,3234694
5185,jharkhand,2020,1,ranchi district,602664,12670342
5186,jharkhand,2020,1,east singhbhum district,398663,7560425
5187,jharkhand,2020,1,jamtara district,62283,702395
5188,jharkhand,2020,1,dumka district,69852,1172516
5189,jharkhand,2020,1,koderma district,84331,1862938
5190,jharkhand,2020,1,hazaribagh district,248710,5867137
5191,jharkhand,2020,1,simdega district,17525,296335
5192,jharkhand,2020,1,garhwa district,87607,2110569
5193,jharkhand,2020,1,saraikela kharsawan district,124479,2627564
5194,jharkhand,2020,1,gumla district,34702,527039
5195,jharkhand,2020,1,chatra district,67305,1587493
5196,jharkhand,2020,1,khunti district,21442,354137
5197,jharkhand,2020,1,dhanbad district,479075,9614867
5198,jharkhand,2020,1,godda district,77305,1404924
5199,jharkhand,2020,1,deoghar district,179746,2757806
5200,jharkhand,2020,1,palamu district,161215,3688215
5201,jharkhand,2020,1,latehar district,42321,1057532
5202,jharkhand,2020,1,west singhbhum district,77335,1328533
5203,jharkhand,2020,1,pakur district,33331,593048
5204,jharkhand,2020,1,lohardaga district,27627,483440
5205,jharkhand,2020,1,sahebganj district,56249,960216
5206,jharkhand,2020,1,giridih district,195939,3768943
5207,jharkhand,2020,1,bokaro district,352220,7783605
5208,jharkhand,2020,2,ramgarh district,165378,3567510
5209,jharkhand,2020,2,ranchi district,658759,9561741
5210,jharkhand,2020,2,east singhbhum district,434360,6992818
5211,jharkhand,2020,2,jamtara district,73046,1036231
5212,jharkhand,2020,2,dumka district,80010,1309799
5213,jharkhand,2020,2,koderma district,94012,2276635
5214,jharkhand,2020,2,hazaribagh district,276976,6078697
5215,jharkhand,2020,2,simdega district,20958,375778
5216,jharkhand,2020,2,garhwa district,100688,2708446
5217,jharkhand,2020,2,saraikela kharsawan district,136923,2371618
5218,jharkhand,2020,2,gumla district,40978,688946
5219,jharkhand,2020,2,chatra district,77456,2137879
5220,jharkhand,2020,2,khunti district,25097,427578
5221,jharkhand,2020,2,dhanbad district,519732,8715419
5222,jharkhand,2020,2,godda district,88221,1800387
5223,jharkhand,2020,2,deoghar district,210740,3369491
5224,jharkhand,2020,2,palamu district,183579,4618929
5225,jharkhand,2020,2,latehar district,48794,1254156
5226,jharkhand,2020,2,west singhbhum district,88090,1491416
5227,jharkhand,2020,2,pakur district,38861,729837
5228,jharkhand,2020,2,lohardaga district,31965,598456
5229,jharkhand,2020,2,sahebganj district,64796,1199443
5230,jharkhand,2020,2,giridih district,220721,5073397
5231,jharkhand,2020,2,bokaro district,380895,7954669
5232,jharkhand,2023,1,ramgarh district,350515,15239505
5233,jharkhand,2023,1,ranchi district,1361772,41066213
5234,jharkhand,2023,1,east singhbhum district,886341,22125227
5235,jharkhand,2023,1,jamtara district,158873,11422150
5236,jharkhand,2023,1,dumka district,173744,24800718
5237,jharkhand,2023,1,koderma district,202708,15780441
5238,jharkhand,2023,1,hazaribagh district,596924,48311195
5239,jharkhand,2023,1,simdega district,50284,19471753
5240,jharkhand,2023,1,garhwa district,231592,40554242
5241,jharkhand,2023,1,saraikela kharsawan district,285388,19211438
5242,jharkhand,2023,1,gumla district,96678,29088085
5243,jharkhand,2023,1,chatra district,175497,38860284
5244,jharkhand,2023,1,khunti district,57273,13918508
5245,jharkhand,2023,1,dhanbad district,1056568,11181343
5246,jharkhand,2023,1,godda district,192482,12544271
5247,jharkhand,2023,1,deoghar district,463198,16488188
5248,jharkhand,2023,1,palamu district,412757,36303427
5249,jharkhand,2023,1,latehar district,111783,30373225
5250,jharkhand,2023,1,west singhbhum district,192587,31221302
5251,jharkhand,2023,1,pakur district,88874,12368665
5252,jharkhand,2023,1,lohardaga district,73158,9332675
5253,jharkhand,2023,1,sahebganj district,146749,13252758
5254,jharkhand,2023,1,giridih district,477295,50753258
5255,jharkhand,2023,1,bokaro district,766067,22139996
5256,jharkhand,2023,2,ramgarh district,365384,16319574
5257,jharkhand,2023,2,ranchi district,1415752,41679356
5258,jharkhand,2023,2,east singhbhum district,921184,25371711
5259,jharkhand,2023,2,jamtara district,166266,12814193
5260,jharkhand,2023,2,dumka district,182147,29341172
5261,jharkhand,2023,2,koderma district,211857,17164059
5262,jharkhand,2023,2,hazaribagh district,622872,49724075
5263,jharkhand,2023,2,simdega district,52857,22239498
5264,jharkhand,2023,2,garhwa district,243169,49125968
5265,jharkhand,2023,2,saraikela kharsawan district,297520,22030787
5266,jharkhand,2023,2,gumla district,101619,31044844
5267,jharkhand,2023,2,chatra district,183804,37978482
5268,jharkhand,2023,2,khunti district,60069,14349925
5269,jharkhand,2023,2,dhanbad district,1099543,11202610
5270,jharkhand,2023,2,godda district,201562,17000703
5271,jharkhand,2023,2,deoghar district,483926,19517187
5272,jharkhand,2023,2,palamu district,431928,46914586
5273,jharkhand,2023,2,latehar district,117221,39611972
5274,jharkhand,2023,2,west singhbhum district,201511,33666498
5275,jharkhand,2023,2,pakur district,93140,13349802
5276,jharkhand,2023,2,lohardaga district,76680,9700229
5277,jharkhand,2023,2,sahebganj district,153488,13121883
5278,jharkhand,2023,2,giridih district,499487,58745448
5279,jharkhand,2023,2,bokaro district,797723,25105380
5280,kerala,2018,4,thiruvananthapuram district,194677,0
5281,kerala,2018,4,kasaragod district,48097,0
5282,kerala,2018,4,malappuram district,172300,0
5283,kerala,2018,4,pathanamthitta district,48717,0
5284,kerala,2018,4,wayanad district,39952,0
5285,kerala,2018,4,alappuzha district,93494,0
5286,kerala,2018,4,kozhikode district,176204,0
5287,kerala,2018,4,kollam district,102686,0
5288,kerala,2018,4,thrissur district,151138,0
5289,kerala,2018,4,palakkad district,118587,0
5290,kerala,2018,4,kannur district,117999,0
5291,kerala,2018,4,kottayam district,100756,0
5292,kerala,2018,4,ernakulam district,341257,0
5293,kerala,2018,4,idukki district,51462,0
5294,kerala,2018,3,thiruvananthapuram district,147475,0
5295,kerala,2018,3,kasaragod district,36621,0
5296,kerala,2018,3,malappuram district,134338,0
5297,kerala,2018,3,pathanamthitta district,36828,0
5298,kerala,2018,3,wayanad district,29824,0
5299,kerala,2018,3,alappuzha district,71052,0
5300,kerala,2018,3,kozhikode district,136469,0
5301,kerala,2018,3,kollam district,77192,0
5302,kerala,2018,3,thrissur district,115170,0
5303,kerala,2018,3,palakkad district,91071,0
5304,kerala,2018,3,kannur district,91537,0
5305,kerala,2018,3,kottayam district,77331,0
5306,kerala,2018,3,ernakulam district,263779,0
5307,kerala,2018,3,idukki district,38911,0
5308,kerala,2018,1,thiruvananthapuram district,81846,0
5309,kerala,2018,1,kasaragod district,20008,0
5310,kerala,2018,1,malappuram district,86063,0
5311,kerala,2018,1,pathanamthitta district,18890,0
5312,kerala,2018,1,wayanad district,16239,0
5313,kerala,2018,1,alappuzha district,39275,0
5314,kerala,2018,1,kozhikode district,83422,0
5315,kerala,2018,1,kollam district,41946,0
5316,kerala,2018,1,thrissur district,67247,0
5317,kerala,2018,1,palakkad district,51507,0
5318,kerala,2018,1,kannur district,54093,0
5319,kerala,2018,1,kottayam district,43142,0
5320,kerala,2018,1,ernakulam district,159188,0
5321,kerala,2018,1,idukki district,21318,0
5322,kerala,2018,2,thiruvananthapuram district,115732,0
5323,kerala,2018,2,kasaragod district,27937,0
5324,kerala,2018,2,malappuram district,110526,0
5325,kerala,2018,2,pathanamthitta district,28129,0
5326,kerala,2018,2,wayanad district,22817,0
5327,kerala,2018,2,alappuzha district,54864,0
5328,kerala,2018,2,kozhikode district,110167,0
5329,kerala,2018,2,kollam district,59777,0
5330,kerala,2018,2,thrissur district,91046,0
5331,kerala,2018,2,palakkad district,71303,0
5332,kerala,2018,2,kannur district,72388,0
5333,kerala,2018,2,kottayam district,60088,0
5334,kerala,2018,2,ernakulam district,211942,0
5335,kerala,2018,2,idukki district,29871,0
5336,kerala,2021,4,thiruvananthapuram district,935705,21270773
5337,kerala,2021,4,kasaragod district,278581,7248336
5338,kerala,2021,4,malappuram district,824018,23720176
5339,kerala,2021,4,pathanamthitta district,255731,5391118
5340,kerala,2021,4,wayanad district,220807,7982879
5341,kerala,2021,4,alappuzha district,503589,11363976
5342,kerala,2021,4,kozhikode district,839678,24235913
5343,kerala,2021,4,kollam district,588254,13796316
5344,kerala,2021,4,thrissur district,725878,14357402
5345,kerala,2021,4,palakkad district,585306,15190646
5346,kerala,2021,4,kannur district,605576,15222905
5347,kerala,2021,4,kottayam district,475496,10593013
5348,kerala,2021,4,ernakulam district,1374081,36976737
5349,kerala,2021,4,idukki district,261110,6192667
5350,kerala,2021,3,thiruvananthapuram district,878444,11037318
5351,kerala,2021,3,kasaragod district,261347,4398139
5352,kerala,2021,3,malappuram district,773963,11600738
5353,kerala,2021,3,pathanamthitta district,239479,3473793
5354,kerala,2021,3,wayanad district,206950,4890558
5355,kerala,2021,3,alappuzha district,471228,5643125
5356,kerala,2021,3,kozhikode district,789078,11968490
5357,kerala,2021,3,kollam district,551267,7524489
5358,kerala,2021,3,thrissur district,681187,8015973
5359,kerala,2021,3,palakkad district,548776,8458671
5360,kerala,2021,3,kannur district,568613,8784346
5361,kerala,2021,3,kottayam district,445540,5814480
5362,kerala,2021,3,ernakulam district,1289089,18436828
5363,kerala,2021,3,idukki district,244464,6235769
5364,kerala,2021,1,thiruvananthapuram district,767813,12466068
5365,kerala,2021,1,kasaragod district,228237,3185008
5366,kerala,2021,1,malappuram district,676242,10051526
5367,kerala,2021,1,pathanamthitta district,208354,2657364
5368,kerala,2021,1,wayanad district,179709,3269417
5369,kerala,2021,1,alappuzha district,410141,5933047
5370,kerala,2021,1,kozhikode district,691148,11973015
5371,kerala,2021,1,kollam district,480459,6908382
5372,kerala,2021,1,thrissur district,594589,7910699
5373,kerala,2021,1,palakkad district,477868,6855314
5374,kerala,2021,1,kannur district,496955,7186972
5375,kerala,2021,1,kottayam district,387696,5271780
5376,kerala,2021,1,ernakulam district,1126122,22261257
5377,kerala,2021,1,idukki district,211610,2988884
5378,kerala,2021,2,thiruvananthapuram district,820485,8526776
5379,kerala,2021,2,kasaragod district,243917,3444687
5380,kerala,2021,2,malappuram district,722597,8227295
5381,kerala,2021,2,pathanamthitta district,222891,2852610
5382,kerala,2021,2,wayanad district,192607,3553608
5383,kerala,2021,2,alappuzha district,438924,4396583
5384,kerala,2021,2,kozhikode district,737623,9003105
5385,kerala,2021,2,kollam district,513820,5757980
5386,kerala,2021,2,thrissur district,635598,6202633
5387,kerala,2021,2,palakkad district,511298,6562902
5388,kerala,2021,2,kannur district,530657,6759103
5389,kerala,2021,2,kottayam district,415007,4409816
5390,kerala,2021,2,ernakulam district,1203623,13632731
5391,kerala,2021,2,idukki district,227036,4484586
5392,kerala,2022,4,thiruvananthapuram district,1146770,33100692
5393,kerala,2022,4,kasaragod district,338388,12808213
5394,kerala,2022,4,malappuram district,1003617,37725553
5395,kerala,2022,4,pathanamthitta district,314210,9572683
5396,kerala,2022,4,wayanad district,270179,15089566
5397,kerala,2022,4,alappuzha district,622234,18999526
5398,kerala,2022,4,kozhikode district,1022289,38157103
5399,kerala,2022,4,kollam district,724767,23525755
5400,kerala,2022,4,thrissur district,889949,22786290
5401,kerala,2022,4,palakkad district,717320,27381415
5402,kerala,2022,4,kannur district,738843,25180742
5403,kerala,2022,4,kottayam district,585546,17988479
5404,kerala,2022,4,ernakulam district,1687311,53387728
5405,kerala,2022,4,idukki district,320679,11278104
5406,kerala,2022,3,thiruvananthapuram district,1095580,5022977
5407,kerala,2022,3,kasaragod district,325218,6664472
5408,kerala,2022,3,malappuram district,961854,10102534
5409,kerala,2022,3,pathanamthitta district,301025,3433193
5410,kerala,2022,3,wayanad district,259233,7609643
5411,kerala,2022,3,alappuzha district,593932,2997077
5412,kerala,2022,3,kozhikode district,978992,9370370
5413,kerala,2022,3,kollam district,692226,5343177
5414,kerala,2022,3,thrissur district,851462,5943980
5415,kerala,2022,3,palakkad district,687131,11390747
5416,kerala,2022,3,kannur district,708205,10396280
5417,kerala,2022,3,kottayam district,560099,4928594
5418,kerala,2022,3,ernakulam district,1611052,8148392
5419,kerala,2022,3,idukki district,307968,13214397
5420,kerala,2022,1,thiruvananthapuram district,989791,5574116
5421,kerala,2022,1,kasaragod district,294943,5220451
5422,kerala,2022,1,malappuram district,871127,9688261
5423,kerala,2022,1,pathanamthitta district,271165,4036616
5424,kerala,2022,1,wayanad district,234308,6349929
5425,kerala,2022,1,alappuzha district,534116,2971951
5426,kerala,2022,1,kozhikode district,887215,8824744
5427,kerala,2022,1,kollam district,623472,4995465
5428,kerala,2022,1,thrissur district,768604,5764628
5429,kerala,2022,1,palakkad district,620428,9057055
5430,kerala,2022,1,kannur district,640842,8394165
5431,kerala,2022,1,kottayam district,504349,4454903
5432,kerala,2022,1,ernakulam district,1454447,8812130
5433,kerala,2022,1,idukki district,277492,9903479
5434,kerala,2022,2,thiruvananthapuram district,1041643,5205518
5435,kerala,2022,2,kasaragod district,309835,6295837
5436,kerala,2022,2,malappuram district,915204,9789246
5437,kerala,2022,2,pathanamthitta district,285622,3462591
5438,kerala,2022,2,wayanad district,246673,7011213
5439,kerala,2022,2,alappuzha district,563253,3130200
5440,kerala,2022,2,kozhikode district,932060,9263814
5441,kerala,2022,2,kollam district,657033,5093583
5442,kerala,2022,2,thrissur district,808727,5650708
5443,kerala,2022,2,palakkad district,653051,9694658
5444,kerala,2022,2,kannur district,673887,9375321
5445,kerala,2022,2,kottayam district,531625,5282278
5446,kerala,2022,2,ernakulam district,1531113,8132654
5447,kerala,2022,2,idukki district,292807,11488771
5448,kerala,2019,4,thiruvananthapuram district,400110,5279003
5449,kerala,2019,4,kasaragod district,101775,998295
5450,kerala,2019,4,malappuram district,333816,3211891
5451,kerala,2019,4,pathanamthitta district,100709,1038075
5452,kerala,2019,4,wayanad district,85420,940411
5453,kerala,2019,4,alappuzha district,198940,2160282
5454,kerala,2019,4,kozhikode district,345534,4018300
5455,kerala,2019,4,kollam district,221687,2422066
5456,kerala,2019,4,thrissur district,302503,3090870
5457,kerala,2019,4,palakkad district,237650,2541409
5458,kerala,2019,4,kannur district,240296,2379718
5459,kerala,2019,4,kottayam district,197540,2010069
5460,kerala,2019,4,ernakulam district,633101,8838605
5461,kerala,2019,4,idukki district,104857,1117039
5462,kerala,2019,3,thiruvananthapuram district,340900,4182693
5463,kerala,2019,3,kasaragod district,86660,767969
5464,kerala,2019,3,malappuram district,282514,2453834
5465,kerala,2019,3,pathanamthitta district,85982,734361
5466,kerala,2019,3,wayanad district,71761,716214
5467,kerala,2019,3,alappuzha district,166845,1628789
5468,kerala,2019,3,kozhikode district,294333,3172854
5469,kerala,2019,3,kollam district,183743,1799822
5470,kerala,2019,3,thrissur district,259366,2510843
5471,kerala,2019,3,palakkad district,202761,2057447
5472,kerala,2019,3,kannur district,204129,1838589
5473,kerala,2019,3,kottayam district,169581,1542321
5474,kerala,2019,3,ernakulam district,553200,7217455
5475,kerala,2019,3,idukki district,89188,848503
5476,kerala,2019,1,thiruvananthapuram district,239634,0
5477,kerala,2019,1,kasaragod district,59697,0
5478,kerala,2019,1,malappuram district,206857,0
5479,kerala,2019,1,pathanamthitta district,60107,0
5480,kerala,2019,1,wayanad district,49356,0
5481,kerala,2019,1,alappuzha district,114882,0
5482,kerala,2019,1,kozhikode district,212403,0
5483,kerala,2019,1,kollam district,125697,0
5484,kerala,2019,1,thrissur district,184516,0
5485,kerala,2019,1,palakkad district,145211,0
5486,kerala,2019,1,kannur district,143289,0
5487,kerala,2019,1,kottayam district,121975,0
5488,kerala,2019,1,ernakulam district,409812,0
5489,kerala,2019,1,idukki district,63188,0
5490,kerala,2019,2,thiruvananthapuram district,288292,1135131
5491,kerala,2019,2,kasaragod district,73129,217303
5492,kerala,2019,2,malappuram district,243384,723654
5493,kerala,2019,2,pathanamthitta district,73032,207058
5494,kerala,2019,2,wayanad district,60200,203388
5495,kerala,2019,2,alappuzha district,139046,426583
